CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL185057	515.43	5.12	78.68	2	CCN(CC)c1ccc(NC(=O)c2c(CCN3CCCC3=O)onc2c4c(Cl)cccc4Cl)cc1	IC50	18	nM
CHEMBL1079322	528.63	5.12	107.71	2	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC(C)(C)NCC(F)(F)F)cc2	IC50	682	nM
CHEMBL3799776	631.7	5.13	126.82	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ncccc5F)[C@@H](Cc6ccccc6)NC(=O)C)cc1	IC50	2	nM
CHEMBL3799776	631.7	5.13	126.82	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ncccc5F)[C@@H](Cc6ccccc6)NC(=O)C)cc1	IC50	2	nM
CHEMBL3218652	466.58	5.14	77.52	1	CC(C)N1CCCC(CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5ccc(cc5)C#N)C1	IC50	12	nM
CHEMBL3218887	466.58	5.14	77.52	1	CC(C)N1CCCC(CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5cccc(c5)C#N)C1	IC50	32	nM
CHEMBL3581045	572.66	5.14	110.29	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccc[n+]6[O-])cc1	IC50	42	nM
CHEMBL3581045	572.66	5.14	110.29	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccc[n+]6[O-])cc1	IC50	79	nM
CHEMBL3581045	572.66	5.14	110.29	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccc[n+]6[O-])cc1	IC50	112	nM
CHEMBL184368	535.51	5.14	78.67	2	CCN(CC)[C@@H]1CC[C@H](CC1)NC(=O)c2c(CCN3CCCCC3=O)onc2c4c(Cl)cccc4Cl	IC50	139	nM
CHEMBL184368	535.51	5.14	78.67	2	CCN(CC)[C@@H]1CC[C@H](CC1)NC(=O)c2c(CCN3CCCCC3=O)onc2c4c(Cl)cccc4Cl	IC50	190	nM
CHEMBL206673	487.62	5.14	118.38	1	CCc1nc(N)nc(NCc2ccccc2)c1c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	248	nM
CHEMBL206673	487.62	5.14	118.38	1	CCc1nc(N)nc(NCc2ccccc2)c1c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	354	nM
CHEMBL3799604	638.72	5.14	142.61	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@H](Cc6c[nH]c7ccccc67)NC=O)cc1	IC50	410	nM
CHEMBL3799604	638.72	5.14	142.61	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@H](Cc6c[nH]c7ccccc67)NC=O)cc1	IC50	1200	nM
CHEMBL436849	605.73	5.15	135.87	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)c(OC)c1	IC50	83	nM
CHEMBL386218	605.73	5.15	135.87	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)c(OC)c1	IC50	108	nM
CHEMBL386218	605.73	5.15	135.87	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)c(OC)c1	IC50	108	nM
CHEMBL434573	605.73	5.15	135.87	2	COc1cc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc(OC)c1	IC50	150	nM
CHEMBL386218	605.73	5.15	135.87	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)c(OC)c1	IC50	620	nM
CHEMBL436849	605.73	5.15	135.87	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)c(OC)c1	IC50	3200	nM
CHEMBL3586033	566.69	5.16	84.95	2	CC(C)N1[C@@H]2CC[C@H]1C=C(C2)c3cnc(NCc4ccc5CCOc5c4)c(c3)C(=O)NC[C@H]6COc7ccccc7O6	IC50	0.23	nM
CHEMBL374643	575.7	5.16	126.64	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc1	IC50	6	nM
CHEMBL374643	575.7	5.16	126.64	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc1	IC50	6	nM
CHEMBL374643	575.7	5.16	126.64	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc1	IC50	6	nM
CHEMBL374643	575.7	5.16	126.64	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc1	IC50	6	nM
CHEMBL376258	575.7	5.16	126.64	2	COc1cccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)c1	IC50	18	nM
CHEMBL376258	575.7	5.16	126.64	2	COc1cccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)c1	IC50	18	nM
CHEMBL222610	575.7	5.16	126.64	2	COc1ccccc1Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N	IC50	96	nM
CHEMBL403682	575.7	5.16	126.63	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc1	IC50	140	nM
CHEMBL374643	575.7	5.16	126.64	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc1	IC50	190	nM
CHEMBL2170691	956.18	5.16	273.48	3	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(cc1)C(=O)c2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL374757	531.65	5.17	117.41	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3c6ccccc6	IC50	140	nM
CHEMBL431245	511.64	5.17	113.33	2	CN(C)CCCN1C(=O)[C@@H](N(Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)C1=S)c5ccccc5	IC50	35000	nM
CHEMBL374073	545.68	5.18	117.41	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3Cc6ccccc6	IC50	15	nM
CHEMBL374073	545.68	5.18	117.41	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3Cc6ccccc6	IC50	15	nM
CHEMBL3586020	539.65	5.18	118.54	2	CCCn1cc(cn1)c2cnc(NCc3ccc4sccc4c3)c(c2)C(=O)NCC5COc6ccccc6O5	IC50	84	nM
CHEMBL223239	571.51	5.18	101.61	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(Cc4ccccc4)n3Cc5ccc(Br)cc5	IC50	440	nM
CHEMBL321403	569.72	5.18	126.55	2	O=C1[C@H](CCc2ccccc2)N(Cc3cc(cs3)c4ccccc4c5nn[nH]n5)C(=O)N1CCCN6CCCCC6	IC50	1300	nM
CHEMBL427076	550.69	5.19	110.85	2	COc1ccc(CCn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	550	nM
CHEMBL3358451	494.86	5.2	47.61	1	CN1CCN(CC1)[C@@H](C(=O)NNc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3ccccc3Cl	IC50	6.31	nM
CHEMBL401259	572.66	5.21	106.95	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)c4ccncc4)c5c[nH]c6ccccc56)c(OC)c1	IC50	58	nM
CHEMBL221996	520.67	5.21	101.61	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4ccccc4)n3CCc5ccccc5	IC50	310	nM
CHEMBL3645254	652.74	5.22	142.6	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6c[nH]c7ccccc67)NC(=O)C)cc1	IC50	0.6	nM
CHEMBL3645254	652.74	5.22	142.6	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6c[nH]c7ccccc67)NC(=O)C)cc1	IC50	2	nM
CHEMBL3645254	652.74	5.22	142.6	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6c[nH]c7ccccc67)NC(=O)C)cc1	IC50	3	nM
CHEMBL3358453	454.82	5.22	35.58	1	CC(NC(=O)N(Cc1ccccc1Cl)C2CCN(C)CC2)c3cccc(Cl)c3Cl	IC50	38	nM
CHEMBL3799671	652.74	5.22	142.61	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@H](Cc6c[nH]c7ccccc67)NC(=O)C)cc1	IC50	100	nM
CHEMBL3799671	652.74	5.22	142.61	2	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@H](Cc6c[nH]c7ccccc67)NC(=O)C)cc1	IC50	190	nM
CHEMBL401260	542.63	5.23	97.72	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)c4ccncc4)c5c[nH]c6ccccc56)cc1	IC50	220	nM
CHEMBL362595	443.33	5.23	82.16	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)c(c1)C#N	IC50	4500	nM
CHEMBL362595	443.33	5.23	82.16	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)c(c1)C#N	IC50	9000	nM
CHEMBL368034	437.57	5.24	70.67	1	CCN(CC)c1ccc(NC(=O)C2(CCc3ccccc3C2)NC(=O)OCC(C)C)cc1	IC50	11	nM
CHEMBL3218886	471.59	5.25	62.96	1	COc1cccc(c1)n2cc3N=C(N(CC4CCCN(C4)C(C)C)C(=O)c3n2)c5ccccc5C	IC50	1.8	nM
CHEMBL3218884	471.59	5.25	62.96	1	COc1ccc(cc1)n2cc3N=C(N(CC4CCCN(C4)C(C)C)C(=O)c3n2)c5ccccc5C	IC50	7.3	nM
CHEMBL182542	462.37	5.25	78.6	1	CCN(CC)c1ccc(NC(=O)c2c(CCCO)onc2c3c(Cl)cccc3Cl)cc1	IC50	132	nM
CHEMBL182542	462.37	5.25	78.6	1	CCN(CC)c1ccc(NC(=O)c2c(CCCO)onc2c3c(Cl)cccc3Cl)cc1	IC50	308	nM
CHEMBL1080735	491.5	5.26	56.41	1	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5C(F)(F)F	IC50	4.1	nM
CHEMBL277376	562.7	5.26	96.86	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H]6CCCNC6)cc1	IC50	7	nM
CHEMBL241776	562.7	5.26	96.86	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H]6CCCNC6)cc1	IC50	16	nM
CHEMBL414929	556.66	5.26	97.72	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)Cc4cccnc4)c5c[nH]c6ccccc56)cc1	IC50	29	nM
CHEMBL1082209	491.5	5.26	56.41	1	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5cccc(c5)C(F)(F)F	IC50	77	nM
CHEMBL399649	556.66	5.26	97.72	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)Cc4ccncc4)c5c[nH]c6ccccc56)cc1	IC50	270	nM
CHEMBL178128	432.34	5.26	58.37	1	CCN(CC)Cc1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	10000	nM
CHEMBL2170690	928.17	5.27	256.41	3	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(cc1)c2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL363930	504.41	5.28	76.83	2	CCN(CC)c1ccc(NC(=O)c2c(CCC3OCCO3)onc2c4c(Cl)cccc4Cl)cc1	IC50	25	nM
CHEMBL363930	504.41	5.28	76.83	2	CCN(CC)c1ccc(NC(=O)c2c(CCC3OCCO3)onc2c4c(Cl)cccc4Cl)cc1	IC50	56	nM
CHEMBL436275	472.36	5.28	75.44	1	Cc1onc(c1C(=O)Nc2ccccc2C(=O)N3CCCCCC3)c4c(Cl)cccc4Cl	IC50	510	nM
CHEMBL436275	472.36	5.28	75.44	1	Cc1onc(c1C(=O)Nc2ccccc2C(=O)N3CCCCCC3)c4c(Cl)cccc4Cl	IC50	860	nM
CHEMBL359506	480.34	5.28	84.22	1	Cc1onc(c1C(=O)Nc2ccccc2C(=O)NCc3ccccc3)c4c(Cl)cccc4Cl	IC50	1200	nM
CHEMBL359506	480.34	5.28	84.22	1	Cc1onc(c1C(=O)Nc2ccccc2C(=O)NCc3ccccc3)c4c(Cl)cccc4Cl	IC50	10500	nM
CHEMBL424860	467.63	5.29	132.36	1	CCCCCCCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	6	nM
CHEMBL424860	467.63	5.29	132.36	1	CCCCCCCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	38	nM
CHEMBL206672	473.59	5.3	118.38	1	CCc1nc(N)nc(Nc2ccccc2)c1c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	700	nM
CHEMBL206672	473.59	5.3	118.38	1	CCc1nc(N)nc(Nc2ccccc2)c1c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	10000	nM
CHEMBL2164507	515.26	5.32	61.44	2	CCN1CCC(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)CC1	IC50	1	nM
CHEMBL240599	531.65	5.32	117.41	2	CCc1ccc(cc1)n2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)CN	IC50	1000	nM
CHEMBL374655	550.69	5.33	110.85	2	COc1ccc(Cn2c(CCCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	12	nM
CHEMBL374655	550.69	5.33	110.85	2	COc1ccc(Cn2c(CCCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	12	nM
CHEMBL184258	462.37	5.33	67.6	1	CCN(CC)c1ccc(NC(=O)c2c(CCOC)onc2c3c(Cl)cccc3Cl)cc1	IC50	110	nM
CHEMBL184258	462.37	5.33	67.6	1	CCN(CC)c1ccc(NC(=O)c2c(CCOC)onc2c3c(Cl)cccc3Cl)cc1	IC50	115	nM
CHEMBL374655	550.69	5.33	110.85	2	COc1ccc(Cn2c(CCCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	600	nM
CHEMBL443560	448.34	5.33	67.6	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)c(OC)c1	IC50	600	nM
CHEMBL252895	550.69	5.33	110.85	2	COc1ccc(Cn2c(CCCc3ccccc3)nnc2[C@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	1000	nM
CHEMBL443560	448.34	5.33	67.6	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)c(OC)c1	IC50	2900	nM
CHEMBL374919	542.67	5.34	101.61	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(Cc4ccccc4)n3Cc5cccc6ccccc56	IC50	220	nM
CHEMBL3581037	571.67	5.34	123.73	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccnc6N)cc1	IC50	380	nM
CHEMBL3581037	571.67	5.34	123.73	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccnc6N)cc1	IC50	427	nM
CHEMBL3581037	571.67	5.34	123.73	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccnc6N)cc1	IC50	671	nM
CHEMBL178610	518.43	5.35	76.83	2	CCN(CC)c1ccc(NC(=O)c2c(CCC3OCCCO3)onc2c4c(Cl)cccc4Cl)cc1	IC50	6	nM
CHEMBL178610	518.43	5.35	76.83	2	CCN(CC)c1ccc(NC(=O)c2c(CCC3OCCCO3)onc2c4c(Cl)cccc4Cl)cc1	IC50	6	nM
CHEMBL178610	518.43	5.35	76.83	2	CCN(CC)c1ccc(NC(=O)c2c(CCC3OCCCO3)onc2c4c(Cl)cccc4Cl)cc1	IC50	14	nM
CHEMBL178610	518.43	5.35	76.83	2	CCN(CC)c1ccc(NC(=O)c2c(CCC3OCCCO3)onc2c4c(Cl)cccc4Cl)cc1	IC50	19	nM
CHEMBL178668	418.32	5.35	58.37	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	130	nM
CHEMBL178668	418.32	5.35	58.37	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	130	nM
CHEMBL178668	418.32	5.35	58.37	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	130	nM
CHEMBL178668	418.32	5.35	58.37	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	180	nM
CHEMBL178668	418.32	5.35	58.37	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	180	nM
CHEMBL3218906	526.67	5.35	75.85	2	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(CC5CCCCC5)C4)C(=O)c3n2)c6cccnc6C	IC50	200	nM
CHEMBL387109	520.67	5.37	101.61	2	Cc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	140	nM
CHEMBL253126	617.74	5.38	121.88	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)[C@@H]7CCCN7)c(OC)c1	IC50	5.6	nM
CHEMBL253126	617.74	5.38	121.88	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)[C@@H]7CCCN7)c(OC)c1	IC50	5.6	nM
CHEMBL2164505	515.26	5.39	61.44	2	CCN1CCCC(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)C1	IC50	47	nM
CHEMBL376736	563.67	5.39	117.41	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3Cc6ccc(F)cc6	IC50	66	nM
CHEMBL2113324	631.77	5.4	121.88	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CCNCC7)c(OC)c1	IC50	0.5	nM
CHEMBL2113318	587.71	5.4	112.65	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)[C@@H]7CCCN7)cc1	IC50	9	nM
CHEMBL2113318	587.71	5.4	112.65	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)[C@@H]7CCCN7)cc1	IC50	9	nM
CHEMBL2113319	587.71	5.4	112.65	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H]7CCCN7)cc1	IC50	28	nM
CHEMBL3350011	587.71	5.4	112.64	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@@H]7CCCN7)cc1	IC50	650	nM
CHEMBL266063	601.74	5.42	112.65	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CCNCC7)cc1	IC50	0.3	nM
CHEMBL266063	601.74	5.42	112.65	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CCNCC7)cc1	IC50	0.3	nM
CHEMBL266063	601.74	5.42	112.65	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CCNCC7)cc1	IC50	0.3	nM
CHEMBL266063	601.74	5.42	112.65	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CCNCC7)cc1	IC50	0.6	nM
CHEMBL252448	601.74	5.42	112.64	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@H](Cc5c[nH]c6ccccc56)NC(=O)C7CCNCC7)cc1	IC50	7	nM
CHEMBL181350	481.63	5.43	71.11	1	CCN(CC)c1ccc(NC(=O)C2(CCc3cccc(OC)c3C2)N(C)C(=O)OCC(C)C)cc1	IC50	16	nM
CHEMBL181350	481.63	5.43	71.11	1	CCN(CC)c1ccc(NC(=O)C2(CCc3cccc(OC)c3C2)N(C)C(=O)OCC(C)C)cc1	IC50	16	nM
CHEMBL181350	481.63	5.43	71.11	1	CCN(CC)c1ccc(NC(=O)C2(CCc3cccc(OC)c3C2)N(C)C(=O)OCC(C)C)cc1	IC50	29	nM
CHEMBL2113326	557.69	5.43	103.41	2	O=C(N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3c6ccccc6)C7CCNCC7	IC50	70	nM
CHEMBL2113325	571.71	5.44	103.41	2	O=C(N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3Cc6ccccc6)C7CCNCC7	IC50	24	nM
CHEMBL278909	563.69	5.44	98.32	2	O=C1[C@H](CCc2ccccc2)N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C(=O)N1CCCN6CCCCC6	IC50	600	nM
CHEMBL396682	548.72	5.45	84.55	2	CCc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H]6CCCN6)cc1	IC50	490	nM
CHEMBL3218651	459.56	5.47	53.73	1	CC(C)N1CCCC(CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5ccc(F)cc5)C1	IC50	1.1	nM
CHEMBL415135	541.65	5.47	101.38	2	CCc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)c4cnccn4)c5c[nH]c6ccccc56)cc1	IC50	89	nM
CHEMBL108287	569.72	5.47	126.55	2	O=C1[C@H](CCc2ccccc2)N(Cc3ccc(s3)c4ccccc4c5nn[nH]n5)C(=O)N1CCCN6CCCCC6	IC50	15000	nM
CHEMBL430882	525.67	5.49	113.33	2	CN(C)CCCN1C(=O)[C@H](Cc2ccccc2)N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C1=S	IC50	35000	nM
CHEMBL375408	559.7	5.5	117.41	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3CCc6ccccc6	IC50	80	nM
CHEMBL428383	600.75	5.51	107.77	2	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](N)Cc6ccccc6)cc1	IC50	175	nM
CHEMBL2113321	631.77	5.54	121.88	2	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CCCNC7)c(OC)c1	IC50	6.5	nM
CHEMBL394054	592.73	5.54	106.09	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H]6CCCCN6)c(OC)c1	IC50	134	nM
CHEMBL362612	425.52	5.54	58.37	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3c4ccccc4)cc1	IC50	1300	nM
CHEMBL362612	425.52	5.54	58.37	1	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3c4ccccc4)cc1	IC50	6300	nM
CHEMBL2011891	525.63	5.55	70.67	2	CC(C)[C@H](C[C@@H]1CC[C@@H](CC1)NCC2CC2)N3CC(=O)Nc4ccc(Oc5ccc(F)cc5F)cc4C3=O	IC50	20	nM
CHEMBL205286	487.45	5.55	132.36	1	CCc1nc(N)nc(N)c1c2ccc(NCc3cc(F)c(c(F)c3)S(=O)(=O)C(F)(F)F)cc2	IC50	21	nM
CHEMBL3581033	556.66	5.55	97.71	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccnc6)cc1	IC50	122	nM
CHEMBL3581032	556.66	5.55	97.71	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6ccncc6)cc1	IC50	220	nM
CHEMBL3581033	556.66	5.55	97.71	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccnc6)cc1	IC50	337	nM
CHEMBL3581033	556.66	5.55	97.71	2	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)c6cccnc6)cc1	IC50	411	nM
